,index,Title,Content,Category
85,4,"
Europe's joint Mars mission with Russia postponed due to war: ESA
","The ExoMars 2022 rover, a joint mission between the European and Russian space agency that was expected to launch this year is now ""very unlikely"" to take place due to sanctions linked to the war in Ukraine. ""We are fully implementing sanctions imposed on Russia by our Member States,"" the European Space Agency said in a statement.",science
86,5,"
US comedian Pete may join Bezos on spaceflight this year: Report
","US comedian Pete Davidson is close to signing a deal to join Blue Origin's Jeff Bezos on a spaceflight later this year, The New York Post reported. ""They haven't signed a contract yet, but it looks like it's going to happen,"" a source was quoted as saying. ""Star Trek"" actor William Shatner rode on a Blue Origin spaceflight last October.",science
87,6,"
SpaceX wins 3 more ISS crew flights, NASA deal value hits $3.49 bn
","NASA has awarded SpaceX three additional crew flights to ISS, bringing SpaceX's total Commercial Crew Transportation Capability contract to $3.49 billion. SpaceX now holds contracts for nine such missions out of which three have been fulfilled since 2020. Prior to the update, SpaceX was contracted to fly three more missions, Crew-4 and Crew-5 in 2022 and Crew-6 in 2023.",science
88,7,"
China's Long March-8 rocket launches record 22 satellites in space
","China's Long March-8 rocket on Sunday set a new domestic record by sending 22 satellites in space in a single flight. Made by seven institutes and private companies, the satellites were deployed for commercial remote sensing services, marine environment monitoring, forest fire prevention and disaster mitigation. The rocket was launched from Wenchang Spacecraft Launch Site in Hainan province.",science
89,8,"
Tons of space junk likely to punch a 20-metre deep hole in Moon
","A leftover rocket weighing three tons is expected to smash into the side of the moon that faces away from the Earth at a speed of 9,300 kph on March 4. Scientists think this impact would likely carve out a hole 10 to 20 meters deep in the surface of the moon. Experts believe the junk rocket belongs to China.",science
90,9,"
Exploring ways to keep space station in orbit sans Russian help: NASA
","NASA Human Spaceflight Program's Associate Administrator, Kathy Lueders, on Monday said NASA is exploring ways to keep International Space Station (ISS) in orbit without Russian help. However, she added orbiting research laboratory is yet unaffected by Russian invasion of Ukraine. This comes after Roscosmos chief hinted at pulling out of space partnership last week in response to US sanctions.",science
91,10,"
Scientists find largest-ever bacterium in Caribbean mangroves: Report
","Scientists discovered largest-ever bacterium in Caribbean mangroves which is 5,000 times larger than other microbes, reported Science journal on Thursday. Named as T. magnifica, it can grow up to two centimetres long, equal to a peanut's size. Researchers said single-celled organism encased its genetic material in membrane resembling a characteristic trait of more complex cells such as humans.",science
92,11,"
Scientists reveal 4.4 million galaxies via radio telescope
","A team of international scientists revealed an ""astonishingly detailed"" radio image of 4.4 million galaxies through Low Frequency Array (LOFAR), a pan-European radio telescope. The team used algorithms on high-performance computers across Europe to process observations lasting 3,500 hours. This release is only 27 per cent of the entire survey, said Timothy Shimwell of Leiden University.",science
93,12,"
Australia facing more floods, droughts due to global warming: Scientists
","Climate scientists warned that global warming is leading to catastrophic weather events in Australia like bushfires, floods, droughts, heatwaves and storms. This is leading to deaths, injuries, financial and emotional stress globally, they added. Many of these risks could be potentially avoided if we reduce our greenhouse gas emissions and strengthen our adaptation responses, they believe.
",science
94,13,"
175 nations agree to legally-binding UN treaty to end plastic pollution
","In all, 175 countries have agreed to forge an international legally-binding agreement by 2024 to end plastic pollution at United Nations Environment Assembly on Wednesday. The treaty has been hailed as a ""triumph by planet earth over single-use plastics"" by UN's Inger Andersen. It would tackle plastic at different levels in its life cycle, including production, design and disposal.",science
95,14,"
US environmental enforcement activities dropped since 2018: Report
","Environmental Integrity Project (EIP) on Friday said US Environmental Protection Agency's activities of criminal investigations and inspections have dropped by about half in 2018-2021 as compared to 2002-2017. EIP report added civil penalties, criminal fines declined by 28% and 49%. However, EIP Executive Director, Eric Schaeffer said drop in enforcement activities is partly due to budget cuts.",science
96,15,"
Underwater noise pollution may cause hearing loss in turtles: Scientists
","Underwater noise pollution caused due to shipping and offshore construction may lead to hearing loss in turtles, scientists have warned. This hearing loss can last from a few minutes to days. ""Over half of turtle and tortoise species are threatened, and noise pollution is an additional stressor to consider as we work towards protecting these animals,"" researcher Andria Salas said.",science
